,origin,time_hour,tailnum,year,month,day,dep_time,sched_dep_time,dep_delay,arr_delay,carrier,flight,dest,air_time,distance,hour,minute,seats,temp,dewp,humid,wind_dir,wind_speed,precip,pressure,visib,week_day,wknd,evening_rush_hour,wind_sin,wind_cos,precip_indic
971,JFK,2013-07-29 23:00,N216JB,2013,7,29,310,2305,245,229,B6,718,BOS,34,187,23,5,20,75.92,51.08,41.8,300,12.65858,0,1019.3,10,Monday,FALSE,FALSE,-10.96265186,6.32929,FALSE
973,JFK,2013-07-30 7:00,N603JB,2013,7,30,809,749,20,5,B6,1818,BOS,33,187,7,49,200,73.04,53.96,51.18,300,6.90468,0,1021.5,10,Tuesday,FALSE,FALSE,-5.979628285,3.45234,FALSE
975,JFK,2013-07-30 9:00,N319NB,2013,7,30,907,915,-8,-33,DL,867,BOS,35,187,9,15,145,77,53.06,43.38,330,10.35702,0,1021.6,10,Tuesday,FALSE,FALSE,-5.17851,8.969442428,FALSE
977,JFK,2013-07-30 12:00,N274JB,2013,7,30,1259,1254,5,-5,B6,1318,BOS,36,187,12,54,20,82.94,51.08,33.2,260,12.65858,0,1020.6,10,Tuesday,FALSE,FALSE,-12.46626773,-2.198139349,FALSE
979,JFK,2013-07-30 12:00,N317NB,2013,7,30,1152,1200,-8,-17,DL,1006,BOS,36,187,12,0,145,82.94,51.08,33.2,260,12.65858,0,1020.6,10,Tuesday,FALSE,FALSE,-12.46626773,-2.198139349,FALSE
980,JFK,2013-07-30 13:00,N374JB,2013,7,30,1452,1354,58,55,B6,118,BOS,40,187,13,54,20,80.96,51.08,35.4,300,8.05546,0,1020.3,10,Tuesday,FALSE,FALSE,-6.976232999,4.02773,FALSE
982,JFK,2013-07-30 16:00,N274JB,2013,7,30,1635,1636,-1,-35,B6,918,BOS,34,187,16,36,20,80.96,51.08,35.4,330,9.20624,0,1019.4,10,Tuesday,FALSE,FALSE,-4.60312,7.972837713,FALSE
984,JFK,2013-07-30 16:00,N317NB,2013,7,30,1620,1625,-5,-43,DL,402,BOS,34,187,16,25,145,80.96,51.08,35.4,330,9.20624,0,1019.4,10,Tuesday,FALSE,FALSE,-4.60312,7.972837713,FALSE
986,JFK,2013-07-30 19:00,N901XJ,2013,7,30,2248,1930,198,153,9E,3385,BOS,36,187,19,30,95,78.98,51.08,37.78,310,12.65858,0,1020.1,10,Tuesday,FALSE,FALSE,-9.697034867,8.13677838,FALSE
987,JFK,2013-07-30 20:00,N283JB,2013,7,30,1959,2000,-1,-28,B6,418,BOS,33,187,20,0,20,77,51.98,41.69,320,9.20624,0,1020.3,10,Tuesday,FALSE,FALSE,-5.917657004,7.052388994,FALSE
988,JFK,2013-07-30 21:00,N317NB,2013,7,30,2144,2145,-1,-14,DL,985,BOS,32,187,21,45,145,75.92,53.06,44.97,290,6.90468,0,1020.5,10,Tuesday,FALSE,FALSE,-6.488276845,2.361539643,FALSE
989,JFK,2013-07-30 23:00,N307JB,2013,7,30,2311,2305,6,6,B6,718,BOS,36,187,23,5,20,73.94,55.04,51.65,0,0,0,1020.5,10,Tuesday,FALSE,FALSE,0,0,FALSE
990,JFK,2013-07-31 6:00,N192JB,2013,7,31,644,645,-1,6,B6,318,BOS,36,187,6,45,20,69.98,57.02,63.45,330,6.90468,0,1021.3,10,Wednesday,FALSE,FALSE,-3.45234,5.979628285,FALSE
992,JFK,2013-07-31 9:00,N317NB,2013,7,31,920,915,5,-17,DL,867,BOS,37,187,9,15,145,78.98,55.04,43.68,0,0,0,1021.1,10,Wednesday,FALSE,FALSE,0,0,FALSE
995,JFK,2013-07-31 12:00,N193JB,2013,7,31,1238,1242,-4,-9,B6,1318,BOS,39,187,12,42,20,80.06,57.02,45.3,190,11.5078,0,1020.3,10,Wednesday,FALSE,FALSE,-1.998308499,-11.33297066,FALSE
996,JFK,2013-07-31 12:00,N363NB,2013,7,31,1159,1200,-1,-21,DL,1006,BOS,34,187,12,0,145,80.06,57.02,45.3,190,11.5078,0,1020.3,10,Wednesday,FALSE,FALSE,-1.998308499,-11.33297066,FALSE
1000,JFK,2013-07-31 16:00,N363NB,2013,7,31,1627,1625,2,0,DL,402,BOS,45,187,16,25,145,78.08,60.08,53.95,170,11.5078,0,1018.7,10,Wednesday,FALSE,FALSE,1.998308499,-11.33297066,FALSE
1003,JFK,2013-07-31 19:00,N913XJ,2013,7,31,2038,1930,68,42,9E,3385,BOS,44,187,19,30,95,73.94,62.96,68.57,180,10.35702,0,1018,10,Wednesday,FALSE,FALSE,1.27E-15,-10.35702,FALSE
1004,JFK,2013-07-31 20:00,N231JB,2013,7,31,2104,2000,64,42,B6,418,BOS,40,187,20,0,20,73.04,62.96,70.68,190,10.35702,0,1018,10,Wednesday,FALSE,FALSE,-1.798477649,-10.19967359,FALSE
1006,JFK,2013-07-31 23:00,N265JB,2013,7,31,2346,2305,41,25,B6,718,BOS,37,187,23,5,20,71.96,66.02,81.57,190,5.7539,0,1017.9,10,Wednesday,FALSE,FALSE,-0.999154249,-5.66648533,FALSE
1008,LGA,2013-07-01 7:00,N952UW,2013,7,1,654,700,-6,-9,US,2116,BOS,39,184,7,0,20,75.92,69.98,81.85,170,9.20624,0,1013.8,10,Monday,FALSE,FALSE,1.598646799,-9.066376528,FALSE
1010,LGA,2013-07-01 9:00,N949UW,2013,7,1,854,900,-6,-13,US,2120,BOS,39,184,9,0,20,77,71.06,81.92,160,13.80936,0,1013.6,10,Monday,FALSE,FALSE,4.723079286,-12.97655369,FALSE
1025,LGA,2013-07-02 8:00,N961UW,2013,7,2,753,800,-7,-20,US,2118,BOS,37,184,8,0,20,75.02,69.98,84.34,170,6.90468,0,1020,10,Tuesday,FALSE,FALSE,1.198985099,-6.799782396,FALSE
1031,LGA,2013-07-02 14:00,N953UW,2013,7,2,1354,1400,-6,-18,US,2130,BOS,40,184,14,0,20,82.94,71.06,67.44,180,11.5078,0,1019.5,10,Tuesday,FALSE,FALSE,1.41E-15,-11.5078,FALSE
1032,LGA,2013-07-02 15:00,N945UW,2013,7,2,1545,1500,45,28,US,2132,BOS,36,184,15,0,20,80.06,69.98,71.39,160,13.80936,0,1019.4,10,Tuesday,FALSE,FALSE,4.723079286,-12.97655369,FALSE
1033,LGA,2013-07-02 16:00,N961UW,2013,7,2,1557,1600,-3,-22,US,2134,BOS,33,184,16,0,20,80.96,69.98,69.32,170,16.11092,0,1019.1,10,Tuesday,FALSE,FALSE,2.797631899,-15.86615892,FALSE
1034,LGA,2013-07-02 17:00,N952UW,2013,7,2,1654,1700,-6,-15,US,2136,BOS,31,184,17,0,20,80.96,69.98,69.32,170,11.5078,0,1019.3,10,Tuesday,FALSE,TRUE,1.998308499,-11.33297066,FALSE
1035,LGA,2013-07-02 18:00,N953UW,2013,7,2,1754,1800,-6,-8,US,2138,BOS,36,184,18,0,20,80.96,69.98,69.32,170,11.5078,0,1020,10,Tuesday,FALSE,TRUE,1.998308499,-11.33297066,FALSE
1036,LGA,2013-07-02 19:00,N945UW,2013,7,2,1853,1900,-7,-15,US,2140,BOS,34,184,19,0,20,78.98,69.98,73.97,180,10.35702,0,1020.4,10,Tuesday,FALSE,FALSE,1.27E-15,-10.35702,FALSE
1039,LGA,2013-07-03 6:00,N749US,2013,7,3,555,600,-5,-13,US,2114,BOS,33,184,6,0,179,75.02,69.08,81.79,230,8.05546,0,1023.5,10,Wednesday,FALSE,FALSE,-6.17084037,-5.177949878,FALSE
1040,LGA,2013-07-03 7:00,N953UW,2013,7,3,733,700,33,21,US,2116,BOS,36,184,7,0,20,75.92,69.08,79.37,210,8.05546,0,1023.6,10,Wednesday,FALSE,FALSE,-4.02773,-6.976232999,FALSE
1041,LGA,2013-07-03 8:00,N961UW,2013,7,3,752,800,-8,-10,US,2118,BOS,44,184,8,0,20,78.08,69.08,73.88,190,6.90468,0,1023.9,10,Wednesday,FALSE,FALSE,-1.198985099,-6.799782396,FALSE
1042,LGA,2013-07-03 9:00,N947UW,2013,7,3,854,900,-6,-7,US,2120,BOS,43,184,9,0,20,78.98,69.08,71.72,210,8.05546,0,1024.1,10,Wednesday,FALSE,FALSE,-4.02773,-6.976232999,FALSE
1043,LGA,2013-07-03 10:00,N945UW,2013,7,3,955,1000,-5,-17,US,2122,BOS,39,184,10,0,20,80.96,68,64.77,250,9.20624,0,1024,10,Wednesday,FALSE,FALSE,-8.651035793,-3.148719524,FALSE
1049,LGA,2013-07-03 16:00,N961UW,2013,7,3,1559,1600,-1,-20,US,2134,BOS,38,184,16,0,20,84.02,71.06,65.13,150,11.5078,0,1021.8,10,Wednesday,FALSE,FALSE,5.7539,-9.966047142,FALSE
1050,LGA,2013-07-03 17:00,N947UW,2013,7,3,1654,1700,-6,-18,US,2136,BOS,42,184,17,0,20,82.94,71.06,67.44,170,10.35702,0,1021.5,10,Wednesday,FALSE,TRUE,1.798477649,-10.19967359,FALSE
1051,LGA,2013-07-03 18:00,N945UW,2013,7,3,1802,1800,2,-7,US,2138,BOS,39,184,18,0,20,82.04,71.06,69.43,180,8.05546,0,1021.6,10,Wednesday,FALSE,TRUE,9.86E-16,-8.05546,FALSE
1054,LGA,2013-07-03 21:00,N947UW,2013,7,3,2054,2100,-6,-18,US,2144,BOS,40,184,21,0,20,78.08,73.94,87.12,200,5.7539,0,1023,10,Wednesday,FALSE,FALSE,-1.967949703,-5.406897371,FALSE
1055,LGA,2013-07-05 9:00,N965UW,2013,7,5,855,900,-5,-16,US,2120,BOS,37,184,9,0,20,84.02,71.06,65.13,230,4.60312,0,1022.3,10,Friday,FALSE,FALSE,-3.526194497,-2.958828502,FALSE
1056,LGA,2013-07-05 12:00,N957UW,2013,7,5,1154,1200,-6,-24,US,2126,BOS,37,184,12,0,20,89.06,66.92,48.12,220,5.7539,0,1021.6,10,Friday,FALSE,FALSE,-3.698535627,-4.407743121,FALSE
1058,LGA,2013-07-07 12:00,N945UW,2013,7,7,1153,1200,-7,-23,US,2126,BOS,40,184,12,0,20,93.02,68,44.12,250,9.20624,0,1015.6,10,Sunday,TRUE,FALSE,-8.651035793,-3.148719524,FALSE
1059,LGA,2013-07-07 14:00,N967UW,2013,7,7,1356,1400,-4,-14,US,2130,BOS,37,184,14,0,20,93.02,69.98,47.22,170,14.96014,0,1014.4,10,Sunday,TRUE,FALSE,2.597801049,-14.73286186,FALSE
1060,LGA,2013-07-07 16:00,N945UW,2013,7,7,1626,1600,26,59,US,2134,BOS,52,184,16,0,20,91.94,69.98,48.84,170,13.80936,0,1013.3,10,Sunday,TRUE,FALSE,2.397970199,-13.59956479,FALSE
1063,LGA,2013-07-07 21:00,N948UW,2013,7,7,47,2100,227,213,US,2144,BOS,36,184,21,0,20,84.92,62.96,47.82,350,8.05546,0,1013.7,10,Sunday,TRUE,FALSE,-1.398815949,7.933079462,FALSE
1065,LGA,2013-07-08 7:00,N953UW,2013,7,8,654,700,-6,-15,US,2116,BOS,37,184,7,0,20,77,66.02,68.9,280,8.05546,0,1016.6,10,Monday,FALSE,FALSE,-7.933079462,1.398815949,FALSE
1067,LGA,2013-07-08 9:00,N957UW,2013,7,8,850,900,-10,-25,US,2120,BOS,37,184,9,0,20,80.96,66.02,60.49,320,5.7539,0,1016.3,10,Monday,FALSE,FALSE,-3.698535627,4.407743121,FALSE
1068,LGA,2013-07-08 10:00,N945UW,2013,7,8,955,1000,-5,-10,US,2122,BOS,38,184,10,0,20,84.92,64.04,49.66,270,6.90468,0,1016.5,10,Monday,FALSE,FALSE,-6.90468,-1.27E-15,FALSE
1069,LGA,2013-07-08 11:00,N953UW,2013,7,8,1054,1100,-6,-6,US,2124,BOS,33,184,11,0,20,87.08,62.06,43.23,260,11.5078,0,1016.4,10,Monday,FALSE,FALSE,-11.33297066,-1.998308499,FALSE
1070,LGA,2013-07-08 12:00,N958UW,2013,7,8,1152,1200,-8,-10,US,2126,BOS,33,184,12,0,20,87.08,62.96,44.63,260,11.5078,0,1016.2,10,Monday,FALSE,FALSE,-11.33297066,-1.998308499,FALSE
1074,LGA,2013-07-08 16:00,N958UW,2013,7,8,1614,1600,14,1,US,2134,BOS,33,184,16,0,20,89.96,62.06,39.47,210,11.5078,0,1014.7,10,Monday,FALSE,FALSE,-5.7539,-9.966047142,FALSE
1075,LGA,2013-07-08 17:00,N957UW,2013,7,8,1652,1700,-8,-21,US,2136,BOS,39,184,17,0,20,87.98,62.06,42.02,220,13.80936,0,1014.4,10,Monday,FALSE,TRUE,-8.876485506,-10.57858349,FALSE
1077,LGA,2013-07-08 19:00,N953UW,2013,7,8,1907,1900,7,33,US,2140,BOS,39,184,19,0,20,84.92,66.92,54.9,210,16.11092,0,1015.2,10,Monday,FALSE,FALSE,-8.05546,-13.952466,FALSE
1079,LGA,2013-07-08 21:00,N957UW,2013,7,8,2135,2100,35,26,US,2144,BOS,35,184,21,0,20,84.02,64.94,52.75,260,8.05546,0,1016.9,10,Monday,FALSE,FALSE,-7.933079462,-1.398815949,FALSE
1080,LGA,2013-07-09 6:00,N755US,2013,7,9,553,600,-7,-11,US,2114,BOS,31,184,6,0,179,78.08,64.94,64.03,210,5.7539,0,1017.7,10,Tuesday,FALSE,FALSE,-2.87695,-4.983023571,FALSE
1082,LGA,2013-07-09 8:00,N956UW,2013,7,9,751,800,-9,-10,US,2118,BOS,37,184,8,0,20,80.96,64.94,58.25,0,0,0,1018,9,Tuesday,FALSE,FALSE,0,0,FALSE
1083,LGA,2013-07-09 9:00,N953UW,2013,7,9,852,900,-8,-16,US,2120,BOS,45,184,9,0,20,84.02,66.02,54.77,0,0,0,1017.7,9,Tuesday,FALSE,FALSE,0,0,FALSE
1084,LGA,2013-07-09 10:00,N957UW,2013,7,9,954,1000,-6,-24,US,2122,BOS,33,184,10,0,20,82.94,64.94,54.63,340,4.60312,0,1017.6,10,Tuesday,FALSE,FALSE,-1.574359762,4.325517897,FALSE
1085,LGA,2013-07-09 11:00,N965UW,2013,7,9,1053,1100,-7,-16,US,2124,BOS,42,184,11,0,20,87.08,64.94,47.83,230,9.20624,0,1017.5,10,Tuesday,FALSE,FALSE,-7.052388994,-5.917657004,FALSE
1088,LGA,2013-07-09 14:00,N957UW,2013,7,9,1352,1400,-8,8,US,2130,BOS,43,184,14,0,20,87.98,69.08,53.64,160,14.96014,0,1016.3,10,Tuesday,FALSE,FALSE,5.116669227,-14.05793316,FALSE
1090,LGA,2013-07-09 16:00,N956UW,2013,7,9,1553,1600,-7,36,US,2134,BOS,44,184,16,0,20,84.02,68,58.65,250,8.05546,0,1016,9,Tuesday,FALSE,FALSE,-7.569656319,-2.755129584,FALSE
1091,LGA,2013-07-09 17:00,N953UW,2013,7,9,1657,1700,-3,61,US,2136,BOS,40,184,17,0,20,87.08,64.94,47.83,210,10.35702,0,1015.4,10,Tuesday,FALSE,TRUE,-5.17851,-8.969442428,FALSE
1092,LGA,2013-07-09 18:00,N957UW,2013,7,9,1823,1800,23,90,US,2138,BOS,36,184,18,0,20,87.08,66.92,51.24,190,10.35702,0,1015.1,9,Tuesday,FALSE,TRUE,-1.798477649,-10.19967359,FALSE
1093,LGA,2013-07-09 19:00,N965UW,2013,7,9,2121,1900,141,137,US,2140,BOS,33,184,19,0,20,87.08,66.92,51.24,200,9.20624,0,1015.4,10,Tuesday,FALSE,FALSE,-3.148719524,-8.651035793,FALSE
1096,LGA,2013-07-10 6:00,N760US,2013,7,10,556,600,-4,-13,US,2114,BOS,31,184,6,0,179,75.92,69.98,81.85,180,6.90468,0,1014.3,8,Wednesday,FALSE,FALSE,8.46E-16,-6.90468,FALSE
1097,LGA,2013-07-10 7:00,N946UW,2013,7,10,649,700,-11,11,US,2116,BOS,65,184,7,0,20,78.08,69.98,76.19,180,8.05546,0,1014.4,8,Wednesday,FALSE,FALSE,9.86E-16,-8.05546,FALSE
1102,LGA,2013-07-10 12:00,N955UW,2013,7,10,1153,1200,-7,-6,US,2126,BOS,32,184,12,0,20,87.08,69.98,56.92,230,11.5078,0,1012.1,9,Wednesday,FALSE,FALSE,-8.815486243,-7.397071255,FALSE
1104,LGA,2013-07-10 14:00,N950UW,2013,7,10,1355,1400,-5,6,US,2130,BOS,38,184,14,0,20,84.92,71.96,65.23,220,12.65858,0,1010.7,8,Wednesday,FALSE,FALSE,-8.13677838,-9.697034867,FALSE
1106,LGA,2013-07-10 16:00,N955UW,2013,7,10,1801,1600,121,132,US,2134,BOS,45,184,16,0,20,87.08,69.08,55.19,200,16.11092,0,1009.7,10,Wednesday,FALSE,FALSE,-5.510259168,-15.13931264,FALSE
1107,LGA,2013-07-10 17:00,N965UW,2013,7,10,1807,1700,67,91,US,2136,BOS,40,184,17,0,20,87.08,66.92,51.24,220,14.96014,0,1009.1,10,Wednesday,FALSE,TRUE,-9.616192631,-11.46013212,FALSE
1108,LGA,2013-07-10 18:00,N950UW,2013,7,10,2108,1800,188,188,US,2138,BOS,46,184,18,0,20,91.04,66.92,45.22,220,11.5078,0,1009.7,10,Wednesday,FALSE,TRUE,-7.397071255,-8.815486243,FALSE
1109,LGA,2013-07-10 19:00,N946UW,2013,7,10,2140,1900,160,153,US,2140,BOS,38,184,19,0,20,87.98,66.02,48.26,250,16.11092,0,1010.1,10,Wednesday,FALSE,FALSE,-15.13931264,-5.510259168,FALSE
1111,LGA,2013-07-10 21:00,N965UW,2013,7,10,2142,2100,42,38,US,2144,BOS,38,184,21,0,20,87.08,68,53.18,240,8.05546,0,1010.5,10,Wednesday,FALSE,FALSE,-6.976232999,-4.02773,FALSE
1112,LGA,2013-07-11 6:00,N738US,2013,7,11,640,600,40,30,US,2114,BOS,36,184,6,0,179,78.98,69.98,73.97,210,10.35702,0,1010,10,Thursday,FALSE,FALSE,-5.17851,-8.969442428,FALSE
1114,LGA,2013-07-11 8:00,N946UW,2013,7,11,754,800,-6,-13,US,2118,BOS,36,184,8,0,20,80.06,69.98,71.39,290,5.7539,0,1010.4,10,Thursday,FALSE,FALSE,-5.406897371,1.967949703,FALSE
1116,LGA,2013-07-11 10:00,N950UW,2013,7,11,952,1000,-8,-19,US,2122,BOS,45,184,10,0,20,77,66.02,68.9,310,11.5078,0,1011.1,10,Thursday,FALSE,FALSE,-8.815486243,7.397071255,FALSE
1117,LGA,2013-07-11 11:00,N954UW,2013,7,11,1055,1100,-5,-6,US,2124,BOS,37,184,11,0,20,78.08,64.04,62.05,310,12.65858,0,1010.9,10,Thursday,FALSE,FALSE,-9.697034867,8.13677838,FALSE
1118,LGA,2013-07-11 12:00,N946UW,2013,7,11,1151,1200,-9,-3,US,2126,BOS,40,184,12,0,20,78.98,64.94,62.16,310,9.20624,0,1011.1,10,Thursday,FALSE,FALSE,-7.052388994,5.917657004,FALSE
1119,LGA,2013-07-11 13:00,N951UW,2013,7,11,1312,1300,12,16,US,2128,BOS,40,184,13,0,20,80.96,64.94,58.25,320,3.45234,0,1011.1,10,Thursday,FALSE,FALSE,-2.219121376,2.644645873,FALSE
1121,LGA,2013-07-11 15:00,N954UW,2013,7,11,1458,1500,-2,-1,US,2132,BOS,42,184,15,0,20,84.02,64.04,51.12,80,4.60312,0,1010.7,10,Thursday,FALSE,FALSE,4.533188264,0.7993234,FALSE
1122,LGA,2013-07-11 16:00,N946UW,2013,7,11,1555,1600,-5,-10,US,2134,BOS,37,184,16,0,20,84.02,62.96,49.22,70,3.45234,0,1010.5,10,Thursday,FALSE,FALSE,3.244138422,1.180769822,FALSE
1124,LGA,2013-07-11 18:00,N950UW,2013,7,11,1755,1800,-5,12,US,2138,BOS,38,184,18,0,20,84.02,64.04,51.12,50,5.7539,0,1011.2,10,Thursday,FALSE,TRUE,4.407743121,3.698535627,FALSE
1125,LGA,2013-07-11 19:00,N954UW,2013,7,11,1856,1900,-4,-5,US,2140,BOS,46,184,19,0,20,82.04,60.08,47.39,320,10.35702,0,1011.7,10,Thursday,FALSE,FALSE,-6.657364129,7.933937618,FALSE
1126,LGA,2013-07-11 20:00,N946UW,2013,7,11,1952,2000,-8,4,US,2142,BOS,37,184,20,0,20,80.96,60.08,49.09,340,6.90468,0,1012.1,10,Thursday,FALSE,FALSE,-2.361539643,6.488276845,FALSE
1127,LGA,2013-07-11 21:00,N951UW,2013,7,11,2057,2100,-3,-11,US,2144,BOS,36,184,21,0,20,78.08,60.98,55.7,40,8.05546,0,1013,10,Thursday,FALSE,FALSE,5.177949878,6.17084037,FALSE
1128,LGA,2013-07-12 6:00,N711UW,2013,7,12,554,600,-6,-13,US,2114,BOS,35,184,6,0,179,73.04,60.08,63.83,40,6.90468,0,1015.5,10,Friday,FALSE,FALSE,4.438242753,5.289291746,FALSE
1130,LGA,2013-07-12 8:00,N957UW,2013,7,12,752,800,-8,-11,US,2118,BOS,37,184,8,0,20,73.94,60.98,63.94,40,16.11092,0,1016,10,Friday,FALSE,FALSE,10.35589976,12.34168074,FALSE
1131,LGA,2013-07-12 9:00,N954UW,2013,7,12,853,900,-7,-9,US,2120,BOS,35,184,9,0,20,75.02,60.98,61.66,50,14.96014,0,1016.4,10,Friday,FALSE,FALSE,11.46013212,9.616192631,FALSE
1132,LGA,2013-07-12 10:00,N946UW,2013,7,12,954,1000,-6,-4,US,2122,BOS,39,184,10,0,20,75.02,62.06,64.07,50,17.2617,0,1016.9,10,Friday,FALSE,FALSE,13.22322936,11.09560688,FALSE
1133,LGA,2013-07-12 11:00,N949UW,2013,7,12,1051,1100,-9,-2,US,2124,BOS,36,184,11,0,20,77,62.96,61.91,60,17.2617,0,1017.1,10,Friday,FALSE,FALSE,14.94907071,8.63085,FALSE
1135,LGA,2013-07-12 13:00,N954UW,2013,7,12,1252,1300,-8,9,US,2128,BOS,37,184,13,0,20,77,64.04,64.3,60,16.11092,0,1017.1,10,Friday,FALSE,FALSE,13.952466,8.05546,FALSE
1136,LGA,2013-07-12 14:00,N946UW,2013,7,12,1352,1400,-8,8,US,2130,BOS,38,184,14,0,20,75.92,64.94,68.78,70,14.96014,0,1017.1,10,Friday,FALSE,FALSE,14.05793316,5.116669227,FALSE
1137,LGA,2013-07-12 15:00,N949UW,2013,7,12,1459,1500,-1,0,US,2132,BOS,36,184,15,0,20,73.94,66.02,76.31,50,10.35702,0,1017,10,Friday,FALSE,FALSE,7.933937618,6.657364129,FALSE
1140,LGA,2013-07-12 18:00,N946UW,2013,7,12,1754,1800,-6,-3,US,2138,BOS,35,184,18,0,20,73.04,68,84.22,50,9.20624,0,1017.4,10,Friday,FALSE,TRUE,7.052388994,5.917657004,FALSE
1144,LGA,2013-07-13 10:00,N946UW,2013,7,13,954,1000,-6,-9,US,2122,BOS,34,184,10,0,20,71.96,68,87.35,40,12.65858,0,1023.8,2.5,Saturday,TRUE,FALSE,8.13677838,9.697034867,FALSE
1147,LGA,2013-07-14 12:00,N956UW,2013,7,14,1154,1200,-6,-11,US,2126,BOS,34,184,12,0,20,87.08,69.98,56.92,290,6.90468,0,1025.7,10,Sunday,TRUE,FALSE,-6.488276845,2.361539643,FALSE
1150,LGA,2013-07-14 18:00,N945UW,2013,7,14,1759,1800,-1,-22,US,2138,BOS,34,184,18,0,20,91.04,64.94,42.21,290,8.05546,0,1023.6,10,Sunday,TRUE,TRUE,-7.569656319,2.755129584,FALSE
1151,LGA,2013-07-14 20:00,N956UW,2013,7,14,1955,2000,-5,-20,US,2142,BOS,38,184,20,0,20,89.06,64.94,44.92,250,6.90468,0,1023.7,10,Sunday,TRUE,FALSE,-6.488276845,-2.361539643,FALSE
1152,LGA,2013-07-14 21:00,N963UW,2013,7,14,2051,2100,-9,-21,US,2144,BOS,34,184,21,0,20,87.98,64.94,46.48,230,9.20624,0,1024.1,10,Sunday,TRUE,FALSE,-7.052388994,-5.917657004,FALSE
1155,LGA,2013-07-15 8:00,N957UW,2013,7,15,752,800,-8,-16,US,2118,BOS,39,184,8,0,20,84.02,69.08,60.87,310,9.20624,0,1023.7,10,Monday,FALSE,FALSE,-7.052388994,5.917657004,FALSE
1156,LGA,2013-07-15 9:00,N956UW,2013,7,15,856,900,-4,-17,US,2120,BOS,39,184,9,0,20,86,68,55.04,320,9.20624,0,1023.3,10,Monday,FALSE,FALSE,-5.917657004,7.052388994,FALSE
1158,LGA,2013-07-15 11:00,N945UW,2013,7,15,1052,1100,-8,-25,US,2124,BOS,37,184,11,0,20,89.96,69.08,50.39,320,6.90468,0,1022.5,10,Monday,FALSE,FALSE,-4.438242753,5.289291746,FALSE
1160,LGA,2013-07-15 13:00,N956UW,2013,7,15,1252,1300,-8,-19,US,2128,BOS,37,184,13,0,20,91.94,68,45.63,50,9.20624,0,1021.6,10,Monday,FALSE,FALSE,7.052388994,5.917657004,FALSE
1161,LGA,2013-07-15 14:00,N950UW,2013,7,15,1354,1400,-6,1,US,2130,BOS,32,184,14,0,20,93.02,69.08,45.79,340,10.35702,0,1021.3,10,Monday,FALSE,FALSE,-3.542309465,9.732415267,FALSE
1162,LGA,2013-07-15 15:00,N945UW,2013,7,15,1457,1500,-3,1,US,2132,BOS,33,184,15,0,20,93.92,66.92,41.34,330,8.05546,0,1020.7,10,Monday,FALSE,FALSE,-4.02773,6.976232999,FALSE
1163,LGA,2013-07-15 16:00,N957UW,2013,7,15,1554,1600,-6,7,US,2134,BOS,33,184,16,0,20,93.02,66.92,42.51,330,17.2617,0,1020.2,10,Monday,FALSE,FALSE,-8.63085,14.94907071,FALSE
1164,LGA,2013-07-15 17:00,N956UW,2013,7,15,1654,1700,-6,4,US,2136,BOS,33,184,17,0,20,93.92,66.02,40.07,340,9.20624,0,1020,10,Monday,FALSE,TRUE,-3.148719524,8.651035793,FALSE
1165,LGA,2013-07-15 18:00,N950UW,2013,7,15,1754,1800,-6,3,US,2138,BOS,39,184,18,0,20,91.04,69.98,50.23,60,9.20624,0,1019.9,10,Monday,FALSE,TRUE,7.972837713,4.60312,FALSE
1166,LGA,2013-07-15 19:00,N945UW,2013,7,15,1854,1900,-6,22,US,2140,BOS,42,184,19,0,20,89.06,69.98,53.46,70,9.20624,0,1020.1,10,Monday,FALSE,FALSE,8.651035793,3.148719524,FALSE
1167,LGA,2013-07-15 20:00,N957UW,2013,7,15,1954,2000,-6,23,US,2142,BOS,41,184,20,0,20,89.06,69.98,53.46,60,5.7539,0,1020.2,10,Monday,FALSE,FALSE,4.983023571,2.87695,FALSE
1168,LGA,2013-07-15 21:00,N956UW,2013,7,15,2054,2100,-6,12,US,2144,BOS,42,184,21,0,20,87.98,69.98,55.31,60,5.7539,0,1020.7,10,Monday,FALSE,FALSE,4.983023571,2.87695,FALSE
1170,LGA,2013-07-16 7:00,N954UW,2013,7,16,652,700,-8,-11,US,2116,BOS,34,184,7,0,20,82.04,64.94,56.24,350,12.65858,0,1022.3,10,Tuesday,FALSE,FALSE,-2.198139349,12.46626773,FALSE
1171,LGA,2013-07-16 8:00,N956UW,2013,7,16,750,800,-10,-13,US,2118,BOS,34,184,8,0,20,84.02,64.94,52.75,340,9.20624,0,1022.4,10,Tuesday,FALSE,FALSE,-3.148719524,8.651035793,FALSE
1172,LGA,2013-07-16 9:00,N957UW,2013,7,16,853,900,-7,-12,US,2120,BOS,33,184,9,0,20,84.92,64.04,49.66,360,16.11092,0,1022.2,10,Tuesday,FALSE,FALSE,-3.95E-15,16.11092,FALSE
1173,LGA,2013-07-16 10:00,N947UW,2013,7,16,953,1000,-7,8,US,2122,BOS,35,184,10,0,20,87.98,64.04,45.04,360,11.5078,0,1022,10,Tuesday,FALSE,FALSE,-2.82E-15,11.5078,FALSE
1175,LGA,2013-07-16 12:00,N956UW,2013,7,16,1153,1200,-7,29,US,2126,BOS,36,184,12,0,20,91.04,59,34.22,360,12.65858,0,1021.4,10,Tuesday,FALSE,FALSE,-3.10E-15,12.65858,FALSE
